"","ident","Successes","anwesend","valid","Sucess_share","enthaltung","Name","PersonNumber","ParlGroupName"
"188","Roland Rino Büchel_Fraktion der Schweizerischen Volkspartei",366,623,593,0.587479935794542,30,"Roland Rino Büchel",4025,"Fraktion der Schweizerischen Volkspartei"
"189","Rosmarie Quadranti_Fraktion BD",608,622,618,0.977491961414791,4,"Rosmarie Quadranti",4066,"Fraktion BD"
"190","Ruedi Noser_FDP-Liberale Fraktion",9,9,9,1,0,"Ruedi Noser",1153,"FDP-Liberale Fraktion"
"191","Ruth Humbel_CVP-Fraktion",608,628,621,0.968152866242038,7,"Ruth Humbel",1071,"CVP-Fraktion"
"192","Samira Marti_Sozialdemokratische Fraktion",103,136,130,0.757352941176471,6,"Samira Marti",4228,"Sozialdemokratische Fraktion"
"193","Samuel Bendahan_Sozialdemokratische Fraktion",280,338,325,0.828402366863905,13,"Samuel Bendahan",4213,"Sozialdemokratische Fraktion"
"194","Sandra Sollberger_Fraktion der Schweizerischen Volkspartei",380,634,610,0.599369085173502,24,"Sandra Sollberger",4173,"Fraktion der Schweizerischen Volkspartei"
"195","Sebastian Frehner_Fraktion der Schweizerischen Volkspartei",340,579,572,0.587219343696028,7,"Sebastian Frehner",4042,"Fraktion der Schweizerischen Volkspartei"
"196","Sibel Arslan_Grüne Fraktion",494,622,593,0.794212218649518,29,"Sibel Arslan",4184,"Grüne Fraktion"
"197","Silva Semadeni_Sozialdemokratische Fraktion",515,621,582,0.829307568438003,39,"Silva Semadeni",354,"Sozialdemokratische Fraktion"
"198","Silvia Schenker_Sozialdemokratische Fraktion",509,634,589,0.802839116719243,45,"Silvia Schenker",1129,"Sozialdemokratische Fraktion"
"199","Stefan Müller-Altermatt_CVP-Fraktion",590,603,598,0.978441127694859,5,"Stefan Müller-Altermatt",4063,"CVP-Fraktion"
"200","Susanne Leutenegger Oberholzer_Sozialdemokratische Fraktion",403,486,455,0.829218106995885,31,"Susanne Leutenegger Oberholzer",487,"Sozialdemokratische Fraktion"
"201","Sylvia Flückiger-Bäni_Fraktion der Schweizerischen Volkspartei",371,621,606,0.597423510466989,15,"Sylvia Flückiger-Bäni",3878,"Fraktion der Schweizerischen Volkspartei"
"202","Therese Schläpfer_Fraktion der Schweizerischen Volkspartei",46,51,51,0.901960784313726,0,"Therese Schläpfer",4234,"Fraktion der Schweizerischen Volkspartei"
"203","Thierry Burkart_FDP-Liberale Fraktion",556,609,606,0.912972085385878,3,"Thierry Burkart",4189,"FDP-Liberale Fraktion"
"204","Thomas Aeschi_Fraktion der Schweizerischen Volkspartei",331,627,617,0.527910685805423,10,"Thomas Aeschi",4053,"Fraktion der Schweizerischen Volkspartei"
"205","Thomas Ammann_CVP-Fraktion",574,591,586,0.971235194585448,5,"Thomas Ammann",4180,"CVP-Fraktion"
"206","Thomas Burgherr_Fraktion der Schweizerischen Volkspartei",332,571,565,0.581436077057793,6,"Thomas Burgherr",4158,"Fraktion der Schweizerischen Volkspartei"
"207","Thomas de Courten_Fraktion der Schweizerischen Volkspartei",363,626,613,0.579872204472843,13,"Thomas de Courten",4051,"Fraktion der Schweizerischen Volkspartei"
"208","Thomas Egger_CVP-Fraktion",329,338,334,0.973372781065089,4,"Thomas Egger",4212,"CVP-Fraktion"
"209","Thomas Hardegger_Sozialdemokratische Fraktion",507,614,582,0.825732899022801,32,"Thomas Hardegger",4061,"Sozialdemokratische Fraktion"
"210","Thomas Hurter_Fraktion der Schweizerischen Volkspartei",394,606,561,0.65016501650165,45,"Thomas Hurter",3890,"Fraktion der Schweizerischen Volkspartei"
"211","Thomas Matter_Fraktion der Schweizerischen Volkspartei",341,621,588,0.549114331723027,33,"Thomas Matter",4144,"Fraktion der Schweizerischen Volkspartei"
"212","Thomas Müller_Fraktion der Schweizerischen Volkspartei",398,604,585,0.658940397350993,19,"Thomas Müller",1345,"Fraktion der Schweizerischen Volkspartei"
"213","Thomas Weibel_Grünliberale Fraktion",585,627,619,0.933014354066986,8,"Thomas Weibel",3931,"Grünliberale Fraktion"
"214","Tiana Angelina Moser_Grünliberale Fraktion",549,587,581,0.93526405451448,6,"Tiana Angelina Moser",3897,"Grünliberale Fraktion"
"215","Tim Guldimann_Sozialdemokratische Fraktion",268,318,300,0.842767295597484,18,"Tim Guldimann",4196,"Sozialdemokratische Fraktion"
"216","Toni Brunner_Fraktion der Schweizerischen Volkspartei",248,508,499,0.488188976377953,9,"Toni Brunner",307,"Fraktion der Schweizerischen Volkspartei"
"217","Ulrich Giezendanner_Fraktion der Schweizerischen Volkspartei",343,562,541,0.610320284697509,21,"Ulrich Giezendanner",91,"Fraktion der Schweizerischen Volkspartei"
"218","Urs Gasche_Fraktion BD",249,258,256,0.965116279069767,2,"Urs Gasche",4071,"Fraktion BD"
"219","Ursula Schneider Schüttel_Sozialdemokratische Fraktion",337,404,386,0.834158415841584,18,"Ursula Schneider Schüttel",4123,"Sozialdemokratische Fraktion"
"220","Valérie Piller Carrard_Sozialdemokratische Fraktion",532,630,597,0.844444444444444,33,"Valérie Piller Carrard",4109,"Sozialdemokratische Fraktion"
"221","Verena Herzog_Fraktion der Schweizerischen Volkspartei",370,629,606,0.588235294117647,23,"Verena Herzog",4129,"Fraktion der Schweizerischen Volkspartei"
"222","Viola Amherd_CVP-Fraktion",465,473,470,0.983086680761099,3,"Viola Amherd",1288,"CVP-Fraktion"
"223","Walter Müller_FDP-Liberale Fraktion",551,627,603,0.878787878787879,24,"Walter Müller",1137,"FDP-Liberale Fraktion"
"224","Walter Wobmann_Fraktion der Schweizerischen Volkspartei",358,626,621,0.571884984025559,5,"Walter Wobmann",1142,"Fraktion der Schweizerischen Volkspartei"
"225","Werner Salzmann_Fraktion der Schweizerischen Volkspartei",348,615,589,0.565853658536585,26,"Werner Salzmann",4172,"Fraktion der Schweizerischen Volkspartei"
"226","Yannick Buttet_CVP-Fraktion",351,363,359,0.966942148760331,4,"Yannick Buttet",4086,"CVP-Fraktion"
"227","Yves Nidegger_Fraktion der Schweizerischen Volkspartei",348,555,525,0.627027027027027,30,"Yves Nidegger",3898,"Fraktion der Schweizerischen Volkspartei"
"228","Yvette Estermann_Fraktion der Schweizerischen Volkspartei",341,603,600,0.565505804311774,3,"Yvette Estermann",3876,"Fraktion der Schweizerischen Volkspartei"
"229","Yvonne Feri_Sozialdemokratische Fraktion",525,630,589,0.833333333333333,41,"Yvonne Feri",4069,"Sozialdemokratische Fraktion"
