"","ident","Successes","anwesend","valid","Sucess_share","enthaltung","Name","PersonNumber","ParlGroupName"
"181","Regula Rytz_Grüne Fraktion",2003,3957,3882,0.506191559262067,75,"Regula Rytz",4095,"Grüne Fraktion"
"182","Roberta Pantani_Fraktion der Schweizerischen Volkspartei",2742,4112,4072,0.666828793774319,40,"Roberta Pantani",4073,"Fraktion der Schweizerischen Volkspartei"
"183","Roberto Schmidt_CVP-Fraktion",1410,1790,1718,0.787709497206704,72,"Roberto Schmidt",3905,"CVP-Fraktion"
"184","Rocco Cattaneo_FDP-Liberale Fraktion",1625,1862,1858,0.872717508055854,4,"Rocco Cattaneo",4217,"FDP-Liberale Fraktion"
"185","Roger Golay_Fraktion der Schweizerischen Volkspartei",2590,4034,3926,0.642042637580565,108,"Roger Golay",4137,"Fraktion der Schweizerischen Volkspartei"
"186","Roger Köppel_Fraktion der Schweizerischen Volkspartei",2106,3236,3219,0.650803461063041,17,"Roger Köppel",4166,"Fraktion der Schweizerischen Volkspartei"
"187","Roger Nordmann_Sozialdemokratische Fraktion",2120,4072,4006,0.520628683693517,66,"Roger Nordmann",1279,"Sozialdemokratische Fraktion"
"188","Roland Rino Büchel_Fraktion der Schweizerischen Volkspartei",2630,4128,4001,0.637112403100775,127,"Roland Rino Büchel",4025,"Fraktion der Schweizerischen Volkspartei"
"189","Rosmarie Quadranti_Fraktion BD",3215,4049,4008,0.794023215608792,41,"Rosmarie Quadranti",4066,"Fraktion BD"
"190","Ruedi Noser_FDP-Liberale Fraktion",64,68,68,0.941176470588235,0,"Ruedi Noser",1153,"FDP-Liberale Fraktion"
"191","Ruth Humbel_CVP-Fraktion",3456,4128,4095,0.837209302325581,33,"Ruth Humbel",1071,"CVP-Fraktion"
"192","Samira Marti_Sozialdemokratische Fraktion",361,735,722,0.491156462585034,13,"Samira Marti",4228,"Sozialdemokratische Fraktion"
"193","Samuel Bendahan_Sozialdemokratische Fraktion",1104,2149,2122,0.513727315030247,27,"Samuel Bendahan",4213,"Sozialdemokratische Fraktion"
"194","Sandra Sollberger_Fraktion der Schweizerischen Volkspartei",2726,4186,4158,0.651218346870521,28,"Sandra Sollberger",4173,"Fraktion der Schweizerischen Volkspartei"
"195","Sebastian Frehner_Fraktion der Schweizerischen Volkspartei",2455,3858,3849,0.636340072576465,9,"Sebastian Frehner",4042,"Fraktion der Schweizerischen Volkspartei"
"196","Sibel Arslan_Grüne Fraktion",2072,4154,4019,0.498796340876264,135,"Sibel Arslan",4184,"Grüne Fraktion"
"197","Silva Semadeni_Sozialdemokratische Fraktion",2119,4122,4002,0.51407083939835,120,"Silva Semadeni",354,"Sozialdemokratische Fraktion"
"198","Silvia Schenker_Sozialdemokratische Fraktion",2115,4177,4071,0.506344266219775,106,"Silvia Schenker",1129,"Sozialdemokratische Fraktion"
"199","Stefan Müller-Altermatt_CVP-Fraktion",3120,3834,3740,0.81377151799687,94,"Stefan Müller-Altermatt",4063,"CVP-Fraktion"
"200","Susanne Leutenegger Oberholzer_Sozialdemokratische Fraktion",1659,3287,3166,0.50471554609066,121,"Susanne Leutenegger Oberholzer",487,"Sozialdemokratische Fraktion"
"201","Sylvia Flückiger-Bäni_Fraktion der Schweizerischen Volkspartei",2643,4054,4014,0.651948692649235,40,"Sylvia Flückiger-Bäni",3878,"Fraktion der Schweizerischen Volkspartei"
"202","Therese Schläpfer_Fraktion der Schweizerischen Volkspartei",175,238,237,0.735294117647059,1,"Therese Schläpfer",4234,"Fraktion der Schweizerischen Volkspartei"
"203","Thierry Burkart_FDP-Liberale Fraktion",3322,4013,3977,0.827809618739098,36,"Thierry Burkart",4189,"FDP-Liberale Fraktion"
"204","Thomas Aeschi_Fraktion der Schweizerischen Volkspartei",2580,4128,4097,0.625,31,"Thomas Aeschi",4053,"Fraktion der Schweizerischen Volkspartei"
"205","Thomas Ammann_CVP-Fraktion",3093,3681,3648,0.840260798696007,33,"Thomas Ammann",4180,"CVP-Fraktion"
"206","Thomas Burgherr_Fraktion der Schweizerischen Volkspartei",2433,3745,3737,0.649666221628838,8,"Thomas Burgherr",4158,"Fraktion der Schweizerischen Volkspartei"
"207","Thomas de Courten_Fraktion der Schweizerischen Volkspartei",2559,4066,4036,0.629365469749139,30,"Thomas de Courten",4051,"Fraktion der Schweizerischen Volkspartei"
"208","Thomas Egger_CVP-Fraktion",1831,2197,2171,0.83340919435594,26,"Thomas Egger",4212,"CVP-Fraktion"
"209","Thomas Hardegger_Sozialdemokratische Fraktion",2084,4094,4014,0.509037616023449,80,"Thomas Hardegger",4061,"Sozialdemokratische Fraktion"
"210","Thomas Hurter_Fraktion der Schweizerischen Volkspartei",2639,3997,3856,0.660245183887916,141,"Thomas Hurter",3890,"Fraktion der Schweizerischen Volkspartei"
"211","Thomas Matter_Fraktion der Schweizerischen Volkspartei",2624,4143,4075,0.633357470432054,68,"Thomas Matter",4144,"Fraktion der Schweizerischen Volkspartei"
"212","Thomas Müller_Fraktion der Schweizerischen Volkspartei",2654,3966,3934,0.669188098840141,32,"Thomas Müller",1345,"Fraktion der Schweizerischen Volkspartei"
"213","Thomas Weibel_Grünliberale Fraktion",2965,4155,4089,0.713598074608905,66,"Thomas Weibel",3931,"Grünliberale Fraktion"
"214","Tiana Angelina Moser_Grünliberale Fraktion",2769,3860,3823,0.717357512953368,37,"Tiana Angelina Moser",3897,"Grünliberale Fraktion"
"215","Tim Guldimann_Sozialdemokratische Fraktion",1166,2288,2225,0.509615384615385,63,"Tim Guldimann",4196,"Sozialdemokratische Fraktion"
"216","Toni Brunner_Fraktion der Schweizerischen Volkspartei",2060,3351,3334,0.614741868099075,17,"Toni Brunner",307,"Fraktion der Schweizerischen Volkspartei"
"217","Ulrich Giezendanner_Fraktion der Schweizerischen Volkspartei",2445,3732,3694,0.655144694533762,38,"Ulrich Giezendanner",91,"Fraktion der Schweizerischen Volkspartei"
"218","Urs Gasche_Fraktion BD",1407,1683,1649,0.836007130124777,34,"Urs Gasche",4071,"Fraktion BD"
"219","Ursula Schneider Schüttel_Sozialdemokratische Fraktion",1433,2779,2746,0.515653112630443,33,"Ursula Schneider Schüttel",4123,"Sozialdemokratische Fraktion"
"220","Valérie Piller Carrard_Sozialdemokratische Fraktion",2157,4085,4007,0.528029375764994,78,"Valérie Piller Carrard",4109,"Sozialdemokratische Fraktion"
"221","Verena Herzog_Fraktion der Schweizerischen Volkspartei",2691,4142,4084,0.649686141960406,58,"Verena Herzog",4129,"Fraktion der Schweizerischen Volkspartei"
"222","Viola Amherd_CVP-Fraktion",2636,3223,3141,0.817871548246975,82,"Viola Amherd",1288,"CVP-Fraktion"
"223","Walter Müller_FDP-Liberale Fraktion",3339,4111,3980,0.812211140841644,131,"Walter Müller",1137,"FDP-Liberale Fraktion"
"224","Walter Wobmann_Fraktion der Schweizerischen Volkspartei",2625,4077,4055,0.643855776306107,22,"Walter Wobmann",1142,"Fraktion der Schweizerischen Volkspartei"
"225","Werner Salzmann_Fraktion der Schweizerischen Volkspartei",2645,4069,4023,0.650036864094372,46,"Werner Salzmann",4172,"Fraktion der Schweizerischen Volkspartei"
"226","Yannick Buttet_CVP-Fraktion",1857,2242,2196,0.828278322925959,46,"Yannick Buttet",4086,"CVP-Fraktion"
"227","Yves Nidegger_Fraktion der Schweizerischen Volkspartei",2459,3730,3657,0.659249329758713,73,"Yves Nidegger",3898,"Fraktion der Schweizerischen Volkspartei"
"228","Yvette Estermann_Fraktion der Schweizerischen Volkspartei",2389,3841,3836,0.621973444415517,5,"Yvette Estermann",3876,"Fraktion der Schweizerischen Volkspartei"
"229","Yvonne Feri_Sozialdemokratische Fraktion",2058,4034,3901,0.510163609320773,133,"Yvonne Feri",4069,"Sozialdemokratische Fraktion"
